attestation_id,place_id,source_id,attestation_class,name_original,script,language,name_transliterated,name_normalized,locator_type,locator,source_lon,source_lat,confidence,review_state,normalization_method,reviewer,review_date,last_verified,note
att-0121,plc-pleiades-217007,src-pleiades-gazetteer,textual_only,Thalamonium,latn,und,,Thalamonium,section,https://pleiades.stoa.org/places/217007,28.916885,45.149867,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0122,plc-pleiades-217018,src-pleiades-gazetteer,textual_only,Topalu,latn,und,,Topalu,section,https://pleiades.stoa.org/places/217018,28.04476,44.544546,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0123,plc-pleiades-217027,src-pleiades-gazetteer,textual_only,Tropaeum Traiani (settlement),latn,und,,Tropaeum Traiani (settlement),section,https://pleiades.stoa.org/places/217027,27.94398724665909,44.09207335206407,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0124,plc-pleiades-217037,src-pleiades-gazetteer,textual_only,Valea Urluii,latn,und,,Valea Urluii,section,https://pleiades.stoa.org/places/217037,25.053293,43.958529,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0125,plc-pleiades-217042,src-pleiades-gazetteer,textual_only,Vicus Buteridavensis,latn,und,,Vicus Buteridavensis,section,https://pleiades.stoa.org/places/217042,28.703659,44.688795,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0126,plc-pleiades-217047,src-pleiades-gazetteer,textual_only,Vicus Novus,latn,und,,Vicus Novus,section,https://pleiades.stoa.org/places/217047,28.717477,44.891421,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0127,plc-pleiades-217048,src-pleiades-gazetteer,textual_only,Vicus Petrus,latn,und,,Vicus Petrus,section,https://pleiades.stoa.org/places/217048,28.605266,44.809832,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0128,plc-pleiades-217049,src-pleiades-gazetteer,textual_only,Vicus Quintionis,latn,und,,Vicus Quintionis,section,https://pleiades.stoa.org/places/217049,28.712282,44.569999,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0129,plc-pleiades-281718504,src-pleiades-gazetteer,textual_only,Alburnus Maior,latn,und,,Alburnus Maior,section,https://pleiades.stoa.org/places/281718504,23.1309849,46.3062526,high,normalized,imported,,,,Pleiades published display label and representative point; this row does not claim that the label reproduces an ancient witness spelling.
att-0130,plc-ulpia-traiana-sarmizegetusa,src-ortelius-theatrum-1570-rumsey,variant,Vlpia Traiana Zarmisgetusa,latn,la,,Ulpia Traiana Sarmizegetusa,sheet,"Sheet 10000.093 (plate 42), map face beside Varhel; IIIF region 7300,3450,1900,950",,,medium,normalized,manual,,,,"The Roman colonia named in full beside its contemporary Hungarian name Varhel. Filed against plc-ulpia-traiana-sarmizegetusa and not plc-sarmizegetusa-regia: the two sites lie forty kilometres apart and the places table warns about exactly this conflation. Contrast att-0006, which carries Zarmizegethusa regia from the 1595 Parergon and does belong to the royal seat."
